dayofyear,weekofyear,quarter,weekday,weekend,fecha,year,codigo_barrio,latitud,longitud,conducta,Coordinates,area
135,20,2,4,1,2009-05-15,2009,1105,6.242844,-75.581881,HURTO_DE_CARRO,POINT (435631.5429114917 690084.7354778104),682460.833531803
147,22,2,2,0,2009-05-27,2009,1105,6.242837,-75.582053,HURTO_DE_CARRO,POINT (435612.5145425093 690083.9826534789),682460.833531803
234,34,3,5,1,2009-08-22,2009,1105,6.241913,-75.579786,HURTO_DE_CARRO,POINT (435863.1891642132 689981.5591124052),682460.833531803
236,35,3,0,0,2009-08-24,2009,1105,6.245488,-75.583189,HURTO_DE_CARRO,POINT (435487.1688905219 690377.1865052574),682460.833531803
241,35,3,5,1,2009-08-29,2009,1105,6.243314,-75.584231,HURTO_DE_CARRO,POINT (435371.6315358291 690136.9811139993),682460.833531803
243,36,3,0,0,2009-08-31,2009,1105,6.245359,-75.583649,HURTO_DE_CARRO,POINT (435436.2657912122 690362.9820797689),682460.833531803
247,36,3,4,1,2009-09-04,2009,1105,6.240155,-75.580743,HURTO_DE_CARRO,POINT (435757.10665226757 689787.330995801),682460.833531803
265,39,3,1,0,2009-09-22,2009,1105,6.240556,-75.581902,HURTO_DE_CARRO,POINT (435628.9404832792 689831.8024551354),682460.833531803
269,39,3,5,1,2009-09-26,2009,1105,6.244571,-75.584438,HURTO_DE_CARRO,POINT (435348.88632375957 690275.9663912099),682460.833531803
301,44,4,2,0,2009-10-28,2009,1105,6.244072,-75.582281,HURTO_DE_CARRO,POINT (435587.4429224085 690220.538273296),682460.833531803
316,46,4,3,0,2009-11-12,2009,1105,6.241906,-75.583732,HURTO_DE_CARRO,POINT (435426.6609783936 689981.267199483),682460.833531803
316,46,4,3,0,2009-11-12,2009,1105,6.245381,-75.581514,HURTO_DE_CARRO,POINT (435672.45192484435 690365.1528927339),682460.833531803
317,46,4,4,1,2009-11-13,2009,1105,6.240447,-75.583348,HURTO_DE_CARRO,POINT (435468.96256582567 689819.9294630244),682460.833531803
349,51,4,1,0,2009-12-15,2009,1105,6.24487,-75.579473,HURTO_DE_CARRO,POINT (435898.174419888 690308.4136243293),682460.833531803
355,52,4,0,0,2009-12-21,2009,1105,6.240838,-75.580655,HURTO_DE_CARRO,POINT (435766.92488770734 689862.825061736),682460.833531803
357,52,4,2,0,2009-12-23,2009,1105,6.242405,-75.579393,HURTO_DE_CARRO,POINT (435906.7246851976 690035.9012665795),682460.833531803
361,52,4,6,1,2009-12-27,2009,1105,6.240126,-75.583134,HURTO_DE_CARRO,POINT (435492.59718691395 689784.417105183),682460.833531803
362,53,4,0,0,2009-12-28,2009,1105,6.242349,-75.580103,HURTO_DE_CARRO,POINT (435828.17402625794 690029.7969570567),682460.833531803
13,2,1,6,1,2008-01-13,2008,1105,6.241994,-75.578872,HURTO_A_PERSONA,POINT (435964.3104580769 689990.4023968969),682460.833531803
25,4,1,4,1,2008-01-25,2008,1105,6.239978,-75.58756,HURTO_A_PERSONA,POINT (435002.94952318876 689768.5996046204),682460.833531803
32,5,1,4,1,2008-02-01,2008,1105,6.239491,-75.587397,HURTO_A_PERSONA,POINT (435020.92153507273 689714.742208286),682460.833531803
78,12,1,1,0,2008-03-18,2008,1105,6.239712,-75.589298,HURTO_A_PERSONA,POINT (434810.6489936502 689739.4082275647),682460.833531803
88,13,1,4,1,2008-03-28,2008,1105,6.240155,-75.580743,HURTO_A_PERSONA,POINT (435757.10665226757 689787.330995801),682460.833531803
106,16,2,1,0,2008-04-15,2008,1105,6.240019,-75.586544,HURTO_A_PERSONA,POINT (435115.3503609569 689773.0069316321),682460.833531803
113,17,2,1,0,2008-04-22,2008,1105,6.243137,-75.58315,HURTO_A_PERSONA,POINT (435491.1955203531 690117.2814849019),682460.833531803
175,26,2,0,0,2008-06-23,2008,1105,6.239444,-75.587613,HURTO_A_PERSONA,POINT (434997.0205505952 689709.5730419942),682460.833531803
184,27,3,2,0,2008-07-02,2008,1105,6.239398,-75.587566,HURTO_A_PERSONA,POINT (435002.2143001611 689704.4819984763),682460.833531803
191,28,3,2,0,2008-07-09,2008,1105,6.241272,-75.587718,HURTO_A_PERSONA,POINT (434985.63016117964 689911.6693402232),682460.833531803
220,32,3,3,0,2008-08-07,2008,1105,6.24487,-75.579473,HURTO_A_PERSONA,POINT (435898.174419888 690308.4136243293),682460.833531803
221,32,3,4,1,2008-08-08,2008,1105,6.239712,-75.589298,HURTO_A_PERSONA,POINT (434810.6489936502 689739.4082275647),682460.833531803
231,34,3,0,0,2008-08-18,2008,1105,6.24487,-75.579473,HURTO_A_PERSONA,POINT (435898.174419888 690308.4136243293),682460.833531803
270,39,3,4,1,2008-09-26,2008,1105,6.241272,-75.587718,HURTO_A_PERSONA,POINT (434985.63016117964 689911.6693402232),682460.833531803
274,40,3,1,0,2008-09-30,2008,1105,6.240678,-75.579169,HURTO_A_PERSONA,POINT (435931.2948893085 689844.9563877451),682460.833531803
280,41,4,0,0,2008-10-06,2008,1105,6.240826,-75.588191,HURTO_A_PERSONA,POINT (434933.2492594488 689862.422912526),682460.833531803
285,41,4,5,1,2008-10-11,2008,1105,6.23975,-75.58777,HURTO_A_PERSONA,POINT (434979.6900015482 689743.4203606456),682460.833531803
292,42,4,5,1,2008-10-18,2008,1105,6.240826,-75.588191,HURTO_A_PERSONA,POINT (434933.2492594488 689862.422912526),682460.833531803
297,43,4,3,0,2008-10-23,2008,1105,6.240405,-75.584654,HURTO_A_PERSONA,POINT (435324.4803504104 689815.4464934384),682460.833531803
311,45,4,3,0,2008-11-06,2008,1105,6.241272,-75.587718,HURTO_A_PERSONA,POINT (434985.63016117964 689911.6693402232),682460.833531803
317,46,4,2,0,2008-11-12,2008,1105,6.239557,-75.580563,HURTO_A_PERSONA,POINT (435776.9464542014 689721.2009149427),682460.833531803
319,46,4,4,1,2008-11-14,2008,1105,6.239712,-75.589298,HURTO_A_PERSONA,POINT (434810.6489936502 689739.4082275647),682460.833531803
324,47,4,2,0,2008-11-19,2008,1105,6.240254,-75.578933,HURTO_A_PERSONA,POINT (435957.35101827036 689798.055052005),682460.833531803
324,47,4,2,0,2008-11-19,2008,1105,6.241921,-75.587076,HURTO_A_PERSONA,POINT (435056.7316712678 689983.3363973107),682460.833531803
337,49,4,1,0,2008-12-02,2008,1105,6.242571,-75.585221,HURTO_A_PERSONA,POINT (435262.02151429735 690054.9648788123),682460.833531803
346,50,4,3,0,2008-12-11,2008,1105,6.24412,-75.581076,HURTO_A_PERSONA,POINT (435720.7516823072 690225.6974165058),682460.833531803
348,50,4,5,1,2008-12-13,2008,1105,6.240729,-75.58303,HURTO_A_PERSONA,POINT (435504.17599434336 689851.0652971971),682460.833531803
351,51,4,1,0,2008-12-16,2008,1105,6.240826,-75.588191,HURTO_A_PERSONA,POINT (434933.2492594488 689862.422912526),682460.833531803
352,51,4,2,0,2008-12-17,2008,1105,6.239474,-75.582965,HURTO_A_PERSONA,POINT (435511.21321326564 689712.3186180714),682460.833531803
358,52,4,1,0,2008-12-23,2008,1105,6.241994,-75.578872,HURTO_A_PERSONA,POINT (435964.3104580769 689990.4023968969),682460.833531803
1,1,1,3,0,2009-01-01,2009,1105,6.240204,-75.579703,HURTO_A_PERSONA,POINT (435872.16324683995 689792.6212375484),682460.833531803
26,5,1,0,0,2009-01-26,2009,1105,6.245471,-75.583627,HURTO_A_PERSONA,POINT (435438.7132528803 690375.3608505643),682460.833531803
50,8,1,3,0,2009-02-19,2009,1105,6.239561,-75.583098,HURTO_A_PERSONA,POINT (435496.51061901625 689721.9526350722),682460.833531803
60,9,1,6,1,2009-03-01,2009,1105,6.240078,-75.582993,HURTO_A_PERSONA,POINT (435508.1895378986 689779.0935092544),682460.833531803
67,10,1,6,1,2009-03-08,2009,1105,6.239842,-75.586852,HURTO_A_PERSONA,POINT (435081.25584047043 689753.4777079016),682460.833531803
77,12,1,2,0,2009-03-18,2009,1105,6.239712,-75.589298,HURTO_A_PERSONA,POINT (434810.6489936502 689739.4082275647),682460.833531803
79,12,1,4,1,2009-03-20,2009,1105,6.244274,-75.580478,HURTO_A_PERSONA,POINT (435786.9240680753 690242.6489882594),682460.833531803
80,12,1,5,1,2009-03-21,2009,1105,6.243981,-75.585023,HURTO_A_PERSONA,POINT (435284.0983928058 690210.8144160677),682460.833531803
84,13,1,2,0,2009-03-25,2009,1105,6.239712,-75.589298,HURTO_A_PERSONA,POINT (434810.6489936502 689739.4082275647),682460.833531803
104,16,2,1,0,2009-04-14,2009,1105,6.239712,-75.589298,HURTO_A_PERSONA,POINT (434810.6489936502 689739.4082275647),682460.833531803
105,16,2,2,0,2009-04-15,2009,1105,6.241846,-75.586884,HURTO_A_PERSONA,POINT (435077.9625087313 689975.0215725362),682460.833531803
111,17,2,1,0,2009-04-21,2009,1105,6.241714,-75.583597,HURTO_A_PERSONA,POINT (435441.57188886916 689960.0252873842),682460.833531803
112,17,2,2,0,2009-04-22,2009,1105,6.24035,-75.57874,HURTO_A_PERSONA,POINT (435978.71340500785 689808.6442809412),682460.833531803
137,20,2,6,1,2009-05-17,2009,1105,6.239593,-75.579653,HURTO_A_PERSONA,POINT (435877.6202499126 689725.0698862964),682460.833531803
171,25,2,5,1,2009-06-20,2009,1105,6.24148,-75.585232,HURTO_A_PERSONA,POINT (435260.67068691103 689934.3574494288),682460.833531803
223,33,3,1,0,2009-08-11,2009,1105,6.239398,-75.587566,HURTO_A_PERSONA,POINT (435002.2143001611 689704.4819984763),682460.833531803
234,34,3,5,1,2009-08-22,2009,1105,6.241913,-75.579786,HURTO_A_PERSONA,POINT (435863.1891642132 689981.5591124052),682460.833531803
247,36,3,4,1,2009-09-04,2009,1105,6.240155,-75.580743,HURTO_A_PERSONA,POINT (435757.10665226757 689787.330995801),682460.833531803
269,39,3,5,1,2009-09-26,2009,1105,6.239712,-75.589298,HURTO_A_PERSONA,POINT (434810.6489936502 689739.4082275647),682460.833531803
311,45,4,5,1,2009-11-07,2009,1105,6.242938,-75.58129,HURTO_A_PERSONA,POINT (435696.9337954985 690095.0548932009),682460.833531803
317,46,4,4,1,2009-11-13,2009,1105,6.240447,-75.583348,HURTO_A_PERSONA,POINT (435468.96256582567 689819.9294630244),682460.833531803
323,47,4,3,0,2009-11-19,2009,1105,6.24487,-75.579473,HURTO_A_PERSONA,POINT (435898.174419888 690308.4136243293),682460.833531803
350,51,4,2,0,2009-12-16,2009,1105,6.239474,-75.582965,HURTO_A_PERSONA,POINT (435511.21321326564 689712.3186180714),682460.833531803
363,53,4,1,0,2009-12-29,2009,1105,6.244688,-75.581625,HURTO_A_PERSONA,POINT (435660.08799984335 690288.5561479738),682460.833531803
127,19,2,1,0,2008-05-06,2008,1105,6.239589,-75.581099,HOMICIDIO,POINT (435717.654951959 689724.8038083115),682460.833531803
264,39,3,0,0,2009-09-21,2009,1105,6.239535,-75.585595,HOMICIDIO,POINT (435220.2747617469 689719.3845693951),682460.833531803
16,3,1,4,1,2009-01-16,2009,1105,6.239688,-75.579167,HOMICIDIO,POINT (435931.39588589 689735.5129194395),682460.833531803
274,40,4,3,0,2009-10-01,2009,1105,6.242342,-75.58347,HOMICIDIO,POINT (435455.6981802967 690029.4343780498),682460.833531803
311,45,4,5,1,2009-11-07,2009,1105,6.242403,-75.586641,HOMICIDIO,POINT (435104.91302987444 690036.5673572994),682460.833531803
280,41,4,2,0,2009-10-07,2009,1105,6.24516,-75.579541,HOMICIDIO,POINT (435890.68722242204 690340.4810353945),682460.833531803
278,41,4,0,0,2009-10-05,2009,1105,6.243084,-75.581719,HOMICIDIO,POINT (435649.49346830405 690111.2473937845),682460.833531803
344,50,4,3,0,2009-12-10,2009,1105,6.242798,-75.583106,HOMICIDIO,POINT (435496.0215456883 690079.8000543828),682460.833531803
101,15,2,3,0,2008-04-10,2008,1105,6.244838,-75.581786,HURTO_A_RESIDENCIA,POINT (435642.2957409229 690305.1581350927),682460.833531803
112,17,2,0,0,2008-04-21,2008,1105,6.241062,-75.584516,HURTO_A_RESIDENCIA,POINT (435339.82723876415 689888.0601346756),682460.833531803
115,17,2,3,0,2008-04-24,2008,1105,6.242485,-75.58593,HURTO_A_RESIDENCIA,POINT (435183.57766879123 690045.5448455478),682460.833531803
209,30,3,6,1,2008-07-27,2008,1105,6.2437,-75.582673,HURTO_A_RESIDENCIA,POINT (435544.03250049497 690179.4620722774),682460.833531803
223,32,3,6,1,2008-08-10,2008,1105,6.244829,-75.580859,HURTO_A_RESIDENCIA,POINT (435744.8436951965 690304.0500136113),682460.833531803
298,43,4,4,1,2008-10-24,2008,1105,6.244953,-75.582903,HURTO_A_RESIDENCIA,POINT (435518.7420533644 690318.0078680898),682460.833531803
301,44,4,0,0,2008-10-27,2008,1105,6.243575,-75.584492,HURTO_A_RESIDENCIA,POINT (435342.7904147367 690165.8663840798),682460.833531803
312,45,4,4,1,2008-11-07,2008,1105,6.242209,-75.58247,HURTO_A_RESIDENCIA,POINT (435566.30713399465 690014.6089962119),682460.833531803
341,49,4,5,1,2008-12-06,2008,1105,6.242597,-75.582646,HURTO_A_RESIDENCIA,POINT (435546.8845240701 690057.5234516902),682460.833531803
30,5,1,4,1,2009-01-30,2009,1105,6.244197,-75.584189,HURTO_A_RESIDENCIA,POINT (435376.38603604375 690234.5905731682),682460.833531803
57,9,1,3,0,2009-02-26,2009,1105,6.240309,-75.583222,HURTO_A_RESIDENCIA,POINT (435482.88451208506 689804.6583045438),682460.833531803
74,11,1,6,1,2009-03-15,2009,1105,6.244197,-75.584189,HURTO_A_RESIDENCIA,POINT (435376.38603604375 690234.5905731682),682460.833531803
239,35,3,3,0,2009-08-27,2009,1105,6.240776,-75.581867,HURTO_A_RESIDENCIA,POINT (435632.83922776085 689856.1189091059),682460.833531803
7,2,1,0,0,2008-01-07,2008,905,6.234173,-75.542728,HURTO_DE_CARRO,POINT (439961.8455215787 689121.5509817306),364985.2405206909
49,8,1,0,0,2008-02-18,2008,905,6.238866,-75.548761,HURTO_DE_CARRO,POINT (439294.9773193981 689641.0437052344),364985.2405206909
92,14,2,3,0,2009-04-02,2009,905,6.23402,-75.539996,HURTO_DE_CARRO,POINT (440264.05883858784 689104.3270336469),364985.2405206909
14,3,1,0,0,2008-01-14,2008,905,6.241142,-75.549763,HURTO_A_PERSONA,POINT (439184.3931830437 689892.7668050479),364985.2405206909
16,3,1,2,0,2008-01-16,2008,905,6.235797,-75.543334,HURTO_A_PERSONA,POINT (439894.99096512335 689301.1499736705),364985.2405206909
31,5,1,5,1,2009-01-31,2009,905,6.239949,-75.550805,HURTO_A_PERSONA,POINT (439068.98427156 689761.0031818165),364985.2405206909
66,10,1,5,1,2009-03-07,2009,905,6.233735,-75.540726,HURTO_A_PERSONA,POINT (440183.2694544703 689072.9035683998),364985.2405206909
340,49,4,6,1,2009-12-06,2009,905,6.240714,-75.550896,HURTO_A_PERSONA,POINT (439059.00577626633 689845.5830627788),364985.2405206909
350,51,4,0,0,2008-12-15,2008,905,6.235375,-75.542228,HOMICIDIO,POINT (440017.29517819255 689254.3728107315),364985.2405206909
275,40,4,2,0,2008-10-01,2008,905,6.239061,-75.549209,HOMICIDIO,POINT (439245.4396422749 689662.6522010141),364985.2405206909
310,45,4,4,1,2009-11-06,2009,905,6.235268,-75.541395,HOMICIDIO,POINT (440109.4344137583 689242.4495251202),364985.2405206909
201,30,3,0,0,2009-07-20,2009,905,6.236587,-75.544223,HOMICIDIO,POINT (439796.73469875485 689388.584317131),364985.2405206909
152,23,2,0,0,2009-06-01,2009,905,6.236404,-75.543852,HOMICIDIO,POINT (439837.75596770196 689368.311689115),364985.2405206909
247,36,3,4,1,2009-09-04,2009,905,6.235131,-75.541639,HOMICIDIO,POINT (440082.4261393074 689227.3321589596),364985.2405206909
356,52,4,1,0,2009-12-22,2009,905,6.23754,-75.544488,HOMICIDIO,POINT (439767.52766352805 689493.9668710877),364985.2405206909
254,37,3,4,1,2009-09-11,2009,905,6.235132,-75.543056,HOMICIDIO,POINT (439925.6692652605 689227.6038682078),364985.2405206909
260,38,3,3,0,2009-09-17,2009,905,6.241341,-75.550294,HURTO_A_RESIDENCIA,POINT (439125.6743638296 689914.8271986295),364985.2405206909
9,2,1,2,0,2008-01-09,2008,1015,6.242116,-75.560736,HURTO_DE_CARRO,POINT (437970.6203315991 690001.7198282337),207044.6265836109
128,19,2,2,0,2008-05-07,2008,1015,6.243622,-75.564555,HURTO_DE_CARRO,POINT (437548.3223517919 690168.6568952018),207044.6265836109
155,23,2,1,0,2008-06-03,2008,1015,6.243083,-75.564052,HURTO_DE_CARRO,POINT (437603.90272207523 690109.0116819587),207044.6265836109
227,33,3,3,0,2008-08-14,2008,1015,6.243708,-75.562587,HURTO_DE_CARRO,POINT (437766.04165780026 690177.9311579048),207044.6265836109
294,43,4,2,0,2009-10-21,2009,1015,6.242658,-75.565043,HURTO_DE_CARRO,POINT (437494.2232565362 690062.1460602646),207044.6265836109
302,44,4,3,0,2009-10-29,2009,1015,6.242658,-75.565043,HURTO_DE_CARRO,POINT (437494.2232565362 690062.1460602646),207044.6265836109
313,46,4,0,0,2009-11-09,2009,1015,6.244086,-75.561549,HURTO_DE_CARRO,POINT (437880.9144580584 690219.5959362467),207044.6265836109
356,52,4,1,0,2009-12-22,2009,1015,6.243666,-75.558515,HURTO_DE_CARRO,POINT (438216.4996806443 690172.8088074783),207044.6265836109
2,1,1,2,0,2008-01-02,2008,1015,6.244423,-75.564136,HURTO_A_PERSONA,POINT (437594.7688818353 690257.1565444231),207044.6265836109
10,2,1,3,0,2008-01-10,2008,1015,6.242189,-75.564006,HURTO_A_PERSONA,POINT (437608.88566624845 690010.1759327316),207044.6265836109
136,20,2,3,0,2008-05-15,2008,1015,6.24222,-75.560208,HURTO_A_PERSONA,POINT (438029.0424638492 690013.154730799),207044.6265836109
195,28,3,6,1,2008-07-13,2008,1015,6.243343,-75.559717,HURTO_A_PERSONA,POINT (438083.49112175964 690137.2428131022),207044.6265836109
198,29,3,2,0,2008-07-16,2008,1015,6.245143,-75.563069,HURTO_A_PERSONA,POINT (437712.8902078022 690336.6251159235),207044.6265836109
207,30,3,4,1,2008-07-25,2008,1015,6.243352,-75.561894,HURTO_A_PERSONA,POINT (437842.6624793565 690138.4941077114),207044.6265836109
277,40,4,4,1,2008-10-03,2008,1015,6.243692,-75.560585,HURTO_A_PERSONA,POINT (437987.5100539088 690175.9262907624),207044.6265836109
291,42,4,4,1,2008-10-17,2008,1015,6.245381,-75.563647,HURTO_A_PERSONA,POINT (437648.9775509969 690363.0040379274),207044.6265836109
32,5,1,6,1,2009-02-01,2009,1015,6.243023,-75.559174,HURTO_A_PERSONA,POINT (438143.52270716743 690101.8035542552),207044.6265836109
41,7,1,1,0,2009-02-10,2009,1015,6.244263,-75.561418,HURTO_A_PERSONA,POINT (437895.42711314815 690239.147555198),207044.6265836109
69,11,1,1,0,2009-03-10,2009,1015,6.245381,-75.563647,HURTO_A_PERSONA,POINT (437648.9775509969 690363.0040379274),207044.6265836109
75,12,1,0,0,2009-03-16,2009,1015,6.24494,-75.562694,HURTO_A_PERSONA,POINT (437754.35032153496 690314.1394511366),207044.6265836109
223,33,3,1,0,2009-08-11,2009,1015,6.243892,-75.563126,HURTO_A_PERSONA,POINT (437706.436775388 690198.335775285),207044.6265836109
238,35,3,2,0,2009-08-26,2009,1015,6.242658,-75.565043,HURTO_A_PERSONA,POINT (437494.2232565362 690062.1460602646),207044.6265836109
252,37,3,2,0,2009-09-09,2009,1015,6.243806,-75.560548,HURTO_A_PERSONA,POINT (437991.61657023965 690188.5244501863),207044.6265836109
272,40,3,1,0,2009-09-29,2009,1015,6.245381,-75.563647,HURTO_A_PERSONA,POINT (437648.9775509969 690363.0040379274),207044.6265836109
294,43,4,2,0,2009-10-21,2009,1015,6.242658,-75.565043,HURTO_A_PERSONA,POINT (437494.2232565362 690062.1460602646),207044.6265836109
345,50,4,4,1,2009-12-11,2009,1015,6.243806,-75.560548,HURTO_A_PERSONA,POINT (437991.61657023965 690188.5244501863),207044.6265836109
203,30,3,0,0,2008-07-21,2008,1015,6.242398,-75.564331,HOMICIDIO,POINT (437572.9573246931 690033.3190506113),207044.6265836109
2,1,1,2,0,2008-01-02,2008,1015,6.245561,-75.563067,HOMICIDIO,POINT (437713.1608594178 690382.8341228683),207044.6265836109
305,44,4,4,1,2008-10-31,2008,1015,6.243,-75.561298,HOMICIDIO,POINT (437908.5532772008 690099.5107925659),207044.6265836109
215,31,3,5,1,2008-08-02,2008,1015,6.24311,-75.560924,HOMICIDIO,POINT (437949.9398445331 690111.627051284),207044.6265836109
288,42,4,1,0,2008-10-14,2008,1015,6.243205,-75.561691,HOMICIDIO,POINT (437865.1019461417 690122.2195466512),207044.6265836109
194,28,3,5,1,2008-07-12,2008,1015,6.244317,-75.560236,HOMICIDIO,POINT (438026.19148413296 690244.9779519051),207044.6265836109
57,9,1,1,0,2008-02-26,2008,1015,6.243438,-75.562139,HOMICIDIO,POINT (437815.5695973619 690148.0301834972),207044.6265836109
58,9,1,2,0,2008-02-27,2008,1015,6.24426,-75.560268,HOMICIDIO,POINT (438022.6448023883 690238.6804597606),207044.6265836109
148,22,2,1,0,2008-05-27,2008,1015,6.242588,-75.564761,HOMICIDIO,POINT (437525.4111547151 690054.3742220524),207044.6265836109
62,9,1,6,1,2008-03-02,2008,1015,6.243554,-75.561772,HOMICIDIO,POINT (437856.1824919265 690160.810491169),207044.6265836109
128,19,2,4,1,2009-05-08,2009,1015,6.243506,-75.561676,HOMICIDIO,POINT (437866.79679125495 690155.4928445087),207044.6265836109
47,8,1,0,0,2009-02-16,2009,1015,6.244296,-75.561794,HOMICIDIO,POINT (437853.83623006893 690242.8399990626),207044.6265836109
157,23,2,5,1,2009-06-06,2009,1015,6.242195,-75.563768,HOMICIDIO,POINT (437635.2150964689 690010.811048023),207044.6265836109
126,19,2,2,0,2009-05-06,2009,1015,6.245761,-75.563476,HOMICIDIO,POINT (437667.9392353813 690404.9922022506),207044.6265836109
29,5,1,3,0,2009-01-29,2009,1015,6.245168,-75.562959,HOMICIDIO,POINT (437725.06182827766 690339.375818505),207044.6265836109
34,5,1,6,1,2008-02-03,2008,1015,6.243083,-75.564052,HURTO_A_RESIDENCIA,POINT (437603.90272207523 690109.0116819587),207044.6265836109
50,8,1,1,0,2008-02-19,2008,1015,6.244703,-75.562265,HURTO_A_RESIDENCIA,POINT (437801.78016591247 690287.8887957082),207044.6265836109
9,2,1,2,0,2008-01-09,2008,1309,6.256918,-75.617078,HURTO_DE_CARRO,POINT (431739.68408100173 691645.039438857),227269.68437370844
10,2,1,3,0,2008-01-10,2008,1309,6.254217,-75.615662,HURTO_DE_CARRO,POINT (431895.9763546814 691346.2615838653),227269.68437370844
146,21,2,6,1,2008-05-25,2008,1309,6.254495,-75.615963,HURTO_DE_CARRO,POINT (431862.71471744374 691377.0333337066),227269.68437370844
318,46,4,3,0,2008-11-13,2008,1309,6.257071,-75.614635,HURTO_DE_CARRO,POINT (432009.95535102417 691661.6369057561),227269.68437370844
